event_id,timestamp,period,source_ip,destination_service,user_role,request_method,requests_per_min,payload_size_bytes,response_time_ms,cpu_load_percent,source_port,severity_level,is_malicious,attack_type
EVT-01779,2026-03-16 15:24:30,baseline,10.0.6.58,api,admin,GET,16,4.7,51.44,28.49,50043,Low,0,normal
EVT-01780,2026-03-16 15:24:45,baseline,10.0.7.228,files,user,DELETE,14,1.18,18.37,32.16,60950,Low,0,normal
EVT-01781,2026-03-16 15:25:00,baseline,10.0.20.149,api,user,GET,11,45.25,137.71,23.66,55374,High,0,normal
EVT-01782,2026-03-16 15:25:15,baseline,10.0.6.67,web,user,GET,16,21.92,8.62,38.67,57279,Low,0,normal
EVT-01783,2026-03-16 15:25:30,baseline,10.0.13.180,files,user,GET,14,15.01,74.34,40.34,49584,Medium,0,normal
EVT-01784,2026-03-16 15:25:45,baseline,10.0.1.174,api,user,GET,10,3.38,13.51,31.09,52480,Low,0,normal
EVT-01785,2026-03-16 15:26:00,baseline,10.0.15.97,files,user,GET,23,20.48,13.27,41.23,59724,Medium,0,normal
EVT-01786,2026-03-16 15:26:15,baseline,10.0.4.176,web,user,POST,15,4.51,7.17,38.5,57999,Low,0,normal
EVT-01787,2026-03-16 15:26:30,baseline,10.0.5.253,api,user,DELETE,20,5.01,32.29,33.36,59883,Low,0,normal
EVT-01788,2026-03-16 15:26:45,baseline,10.0.17.83,web,user,PUT,13,14.53,15.49,22.29,58115,Low,0,normal
EVT-01789,2026-03-16 15:27:00,baseline,10.0.3.208,auth,user,POST,14,7.26,17.03,22.05,51595,Medium,0,normal
EVT-01790,2026-03-16 15:27:15,baseline,10.0.15.15,web,user,DELETE,14,26.07,72.64,29.94,53378,Medium,0,normal
EVT-01791,2026-03-16 15:27:30,baseline,10.0.16.65,api,user,GET,23,129.81,26.46,45.26,62451,Medium,0,normal
EVT-01792,2026-03-16 15:27:45,baseline,10.0.11.219,web,guest,GET,8,178.72,153.21,28.52,51866,Low,0,normal
EVT-01793,2026-03-16 15:28:00,baseline,10.0.15.127,auth,guest,GET,17,64.73,110.81,39.62,56721,Medium,0,normal
EVT-01794,2026-03-16 15:28:15,baseline,10.0.4.91,api,user,PUT,18,27.46,34.05,41.83,63898,Medium,0,normal
EVT-01795,2026-03-16 15:28:30,baseline,10.0.8.20,files,user,GET,17,28.89,57.08,32.2,61868,Medium,0,normal
EVT-01796,2026-03-16 15:28:45,baseline,10.0.15.194,files,guest,POST,13,34.96,192.39,34.16,63893,Low,0,normal
EVT-01797,2026-03-16 15:29:00,baseline,10.0.13.92,auth,admin,PUT,11,27.68,16.73,35.56,62062,Low,0,normal
EVT-01798,2026-03-16 15:29:15,baseline,10.0.1.163,web,user,POST,10,18.81,158.96,35.26,59015,Low,0,normal
EVT-01799,2026-03-16 15:29:30,baseline,10.0.11.91,web,guest,GET,22,10.48,17.15,34.9,57195,Medium,0,normal
EVT-01800,2026-03-16 15:29:45,baseline,10.0.9.118,auth,guest,GET,16,62.49,4.08,34.98,63415,High,0,normal
EVT-01801,2026-03-16 15:30:00,baseline,10.0.8.112,web,guest,GET,14,35.78,36.09,27.8,65332,Low,0,normal
EVT-01802,2026-03-16 15:30:15,baseline,10.0.13.66,api,guest,GET,14,3.61,17.04,36.07,49153,Low,0,normal
EVT-01803,2026-03-16 15:30:30,baseline,10.0.15.176,files,user,GET,12,8.43,199.35,37.81,58938,Medium,0,normal
EVT-01804,2026-03-16 15:30:45,baseline,10.0.14.47,api,user,DELETE,14,4.87,157.79,29.95,65303,Medium,0,normal
EVT-01805,2026-03-16 15:31:00,baseline,10.0.3.196,web,guest,GET,11,7.98,0.28,46.4,58143,Medium,0,normal
EVT-01806,2026-03-16 15:31:15,baseline,10.0.4.174,auth,user,GET,14,15.73,50.35,37.17,57621,Low,0,normal
EVT-01807,2026-03-16 15:31:30,baseline,10.0.7.127,api,user,POST,15,32.75,37.03,46.93,65145,Low,0,normal
EVT-01808,2026-03-16 15:31:45,baseline,10.0.11.236,auth,user,DELETE,10,4.89,7.26,37.89,60494,Low,0,normal
EVT-01809,2026-03-16 15:32:00,baseline,10.0.3.230,web,user,POST,10,52.71,101.32,46.28,54450,Medium,0,normal
EVT-01810,2026-03-16 15:32:15,baseline,10.0.1.28,auth,user,GET,16,14.84,48.15,29.22,56476,Critical,0,normal
EVT-01811,2026-03-16 15:32:30,baseline,10.0.3.85,files,user,GET,19,41.25,29.52,49.8,61141,Critical,0,normal
EVT-01812,2026-03-16 15:32:45,baseline,10.0.20.247,api,user,POST,19,1.51,14.08,37.15,54113,Medium,0,normal
EVT-01813,2026-03-16 15:33:00,baseline,10.0.6.111,auth,user,GET,15,55.2,74.95,29.85,62005,Low,0,normal
EVT-01814,2026-03-16 15:33:15,baseline,10.0.7.51,auth,user,DELETE,16,84.69,85.42,25.75,64095,Low,0,normal
EVT-01815,2026-03-16 15:33:30,baseline,10.0.3.125,api,user,GET,15,2.36,53.87,28.25,56030,Medium,0,normal
EVT-01816,2026-03-16 15:33:45,baseline,10.0.8.4,api,user,POST,9,46.09,26.37,34.03,56823,Low,0,normal
EVT-01817,2026-03-16 15:34:00,baseline,10.0.19.224,files,guest,PUT,16,48.41,8.33,37.42,60293,Medium,0,normal
EVT-01818,2026-03-16 15:34:15,baseline,10.0.10.218,auth,user,GET,15,12.84,1.55,30.69,63442,Low,0,normal
EVT-01819,2026-03-16 15:34:30,baseline,10.0.10.142,api,user,DELETE,11,77.68,140.35,26.66,63046,Medium,0,normal
EVT-01820,2026-03-16 15:34:45,baseline,10.0.5.173,auth,user,POST,18,6.0,84.95,46.62,50348,Medium,0,normal
EVT-01821,2026-03-16 15:35:00,baseline,10.0.14.116,auth,user,GET,14,25.1,2.87,40.2,51764,Low,0,normal
EVT-01822,2026-03-16 15:35:15,baseline,10.0.1.232,api,user,GET,16,20.66,100.21,35.15,57220,Low,0,normal
EVT-01823,2026-03-16 15:35:30,baseline,10.0.6.125,api,user,DELETE,16,32.03,45.03,28.54,57290,Low,0,normal
EVT-01824,2026-03-16 15:35:45,baseline,10.0.9.163,web,admin,GET,8,30.16,2.04,33.39,61993,Low,0,normal
EVT-01825,2026-03-16 15:36:00,baseline,10.0.15.104,files,guest,GET,20,3.92,31.67,48.21,49471,Low,0,normal
EVT-01826,2026-03-16 15:36:15,baseline,10.0.10.185,web,user,GET,12,94.2,98.78,36.34,55787,Medium,0,normal
EVT-01827,2026-03-16 15:36:30,baseline,10.0.5.225,files,user,GET,10,6.03,26.6,42.26,60018,Medium,0,normal
EVT-01828,2026-03-16 15:36:45,baseline,10.0.1.162,web,user,GET,13,27.86,22.94,40.01,51859,Low,0,normal
EVT-01829,2026-03-16 15:37:00,baseline,10.0.20.51,web,user,PUT,13,37.63,166.92,27.56,62684,Medium,0,normal
EVT-01830,2026-03-16 15:37:15,baseline,10.0.6.12,web,user,POST,24,15.67,56.96,41.78,56899,Low,0,normal
EVT-01831,2026-03-16 15:37:30,baseline,10.0.11.94,web,user,GET,15,63.51,23.52,33.17,60987,Low,0,normal
EVT-01832,2026-03-16 15:37:45,baseline,10.0.9.73,web,user,GET,23,216.48,22.84,41.85,62413,Low,0,normal
EVT-01833,2026-03-16 15:38:00,baseline,10.0.17.17,api,user,PUT,24,10.94,30.54,31.57,55544,Low,0,normal
EVT-01834,2026-03-16 15:38:15,baseline,10.0.11.234,api,user,POST,24,6.75,0.73,35.15,59701,Medium,0,normal
EVT-01835,2026-03-16 15:38:30,baseline,10.0.10.235,web,user,POST,14,136.54,1.41,47.8,58071,Low,0,normal
EVT-01836,2026-03-16 15:38:45,baseline,10.0.19.207,api,user,GET,7,8.14,32.29,33.75,60191,Medium,0,normal
EVT-01837,2026-03-16 15:39:00,baseline,10.0.2.253,files,user,GET,15,68.37,57.84,32.44,61536,Medium,0,normal
EVT-01838,2026-03-16 15:39:15,baseline,10.0.12.196,files,user,GET,18,66.48,1.51,33.74,51517,Low,0,normal
EVT-01839,2026-03-16 15:39:30,baseline,10.0.11.246,api,user,GET,23,276.72,10.01,24.27,56309,Low,0,normal
EVT-01840,2026-03-16 15:39:45,baseline,10.0.16.225,web,user,DELETE,10,1.79,18.87,28.18,55428,High,0,normal
EVT-01841,2026-03-16 15:40:00,baseline,10.0.12.7,web,user,PUT,13,5.08,32.51,37.92,59653,Medium,0,normal
EVT-01842,2026-03-16 15:40:15,baseline,10.0.10.28,api,user,POST,17,645.15,10.98,41.82,58350,Low,0,normal
EVT-01843,2026-03-16 15:40:30,baseline,10.0.13.191,files,user,GET,14,91.61,120.19,24.26,57516,Low,0,normal
EVT-01844,2026-03-16 15:40:45,baseline,10.0.3.87,files,user,PUT,15,3.18,44.86,38.27,60829,Low,0,normal
EVT-01845,2026-03-16 15:41:00,baseline,10.0.3.75,web,user,GET,13,12.94,29.05,26.34,60071,Low,0,normal
EVT-01846,2026-03-16 15:41:15,baseline,10.0.11.120,web,guest,GET,10,30.23,85.44,26.3,53499,Low,0,normal
EVT-01847,2026-03-16 15:41:30,baseline,10.0.1.166,web,user,DELETE,13,74.92,75.04,35.46,65401,Low,0,normal
EVT-01848,2026-03-16 15:41:45,baseline,10.0.10.253,auth,user,POST,10,49.45,8.51,50.13,58721,Low,0,normal
EVT-01849,2026-03-16 15:42:00,baseline,10.0.3.252,web,user,GET,16,117.67,59.14,37.57,55082,Low,0,normal
EVT-01850,2026-03-16 15:42:15,baseline,10.0.13.50,api,guest,GET,13,20.39,229.73,44.62,62171,Low,0,normal
EVT-01851,2026-03-16 15:42:30,baseline,10.0.7.223,api,user,POST,10,21.12,177.37,35.94,62426,Low,0,normal
EVT-01852,2026-03-16 15:42:45,baseline,10.0.12.167,web,admin,GET,13,11.1,102.62,36.86,61017,Medium,0,normal
EVT-01853,2026-03-16 15:43:00,baseline,10.0.15.207,web,guest,DELETE,19,67.41,35.58,22.79,53506,Low,0,normal
EVT-01854,2026-03-16 15:43:15,baseline,10.0.4.46,web,user,GET,25,20.67,44.97,27.86,60384,Medium,0,normal
EVT-01855,2026-03-16 15:43:30,baseline,10.0.6.23,files,user,GET,24,64.03,20.13,40.12,53842,Low,0,normal
EVT-01856,2026-03-16 15:43:45,baseline,10.0.7.85,api,guest,POST,19,13.47,108.78,35.25,65337,Medium,0,normal
EVT-01857,2026-03-16 15:44:00,baseline,10.0.12.247,web,user,GET,10,12.37,7.26,25.17,57283,Low,0,normal
EVT-01858,2026-03-16 15:44:15,baseline,10.0.3.163,files,user,GET,12,21.96,50.88,27.51,51336,Low,0,normal
EVT-01859,2026-03-16 15:44:30,baseline,10.0.15.180,web,user,GET,14,65.43,61.42,32.33,56283,Low,0,normal
EVT-01860,2026-03-16 15:44:45,baseline,10.0.18.8,api,guest,POST,8,46.1,184.65,27.47,65088,Medium,0,normal
EVT-01861,2026-03-16 15:45:00,baseline,10.0.7.35,web,guest,POST,11,24.54,4.92,47.63,49371,Low,0,normal
EVT-01862,2026-03-16 15:45:15,baseline,10.0.15.152,web,user,POST,17,10.83,49.2,39.8,55173,Low,0,normal
EVT-01863,2026-03-16 15:45:30,baseline,10.0.17.27,auth,guest,GET,9,372.24,3.66,41.01,58753,Low,0,normal
EVT-01864,2026-03-16 15:45:45,baseline,10.0.6.75,files,user,GET,22,22.19,53.04,39.16,53403,Low,0,normal
EVT-01865,2026-03-16 15:46:00,baseline,10.0.13.80,files,guest,GET,13,8.64,31.64,30.04,58295,Low,0,normal
EVT-01866,2026-03-16 15:46:15,baseline,10.0.18.65,api,user,GET,16,54.57,34.32,37.88,50875,High,0,normal
EVT-01867,2026-03-16 15:46:30,baseline,10.0.6.87,api,guest,POST,19,17.73,60.09,27.21,57727,Medium,0,normal
EVT-01868,2026-03-16 15:46:45,baseline,10.0.11.77,auth,guest,GET,20,28.95,36.58,32.43,54069,High,0,normal
EVT-01869,2026-03-16 15:47:00,baseline,10.0.15.141,web,user,POST,18,11.7,27.91,37.98,53798,Medium,0,normal
EVT-01870,2026-03-16 15:47:15,baseline,10.0.3.28,api,user,GET,17,7.15,30.89,28.73,60690,Low,0,normal
EVT-01871,2026-03-16 15:47:30,baseline,10.0.2.166,files,user,POST,11,77.8,41.88,41.07,60353,Medium,0,normal
EVT-01872,2026-03-16 15:47:45,baseline,10.0.15.198,api,user,GET,14,27.04,13.41,27.1,56650,Low,0,normal
EVT-01873,2026-03-16 15:48:00,baseline,10.0.12.26,api,guest,GET,17,17.14,188.77,24.91,61166,Low,0,normal
EVT-01874,2026-03-16 15:48:15,baseline,10.0.18.238,api,user,GET,22,3.93,38.96,41.08,58797,Low,0,normal
EVT-01875,2026-03-16 15:48:30,baseline,10.0.3.231,files,user,GET,12,20.41,17.36,33.85,54301,Low,0,normal
EVT-01876,2026-03-16 15:48:45,baseline,10.0.6.181,web,user,GET,16,19.27,8.91,27.1,49543,Low,0,normal
EVT-01877,2026-03-16 15:49:00,baseline,10.0.16.47,files,user,PUT,13,125.28,18.81,35.73,64820,High,0,normal
EVT-01878,2026-03-16 15:49:15,baseline,10.0.6.176,web,user,GET,8,26.96,145.31,38.97,56339,Low,0,normal
EVT-01879,2026-03-16 15:49:30,baseline,10.0.15.122,files,guest,GET,9,14.56,11.67,13.42,52623,Low,0,normal
EVT-01880,2026-03-16 15:49:45,baseline,10.0.9.205,files,user,GET,13,40.34,17.73,34.58,56330,Medium,0,normal
EVT-01881,2026-03-16 15:50:00,baseline,10.0.6.140,web,guest,DELETE,11,10.71,62.51,35.83,60395,Low,0,normal
EVT-01882,2026-03-16 15:50:15,baseline,10.0.10.24,api,user,DELETE,12,10.87,75.07,34.46,60499,Medium,0,normal
EVT-01883,2026-03-16 15:50:30,baseline,10.0.13.68,auth,user,PUT,16,19.71,34.53,34.94,57305,Medium,0,normal
EVT-01884,2026-03-16 15:50:45,baseline,10.0.5.85,files,guest,GET,13,6.1,14.36,43.78,53221,Low,0,normal
EVT-01885,2026-03-16 15:51:00,baseline,10.0.8.239,api,user,GET,17,15.96,39.33,42.45,63133,Medium,0,normal
EVT-01886,2026-03-16 15:51:15,baseline,10.0.16.108,files,user,GET,16,5.59,33.13,25.0,52877,High,0,normal
EVT-01887,2026-03-16 15:51:30,baseline,10.0.9.147,api,user,POST,24,9.24,39.75,41.44,54439,Low,0,normal
EVT-01888,2026-03-16 15:51:45,baseline,10.0.10.160,auth,user,GET,19,15.01,38.74,37.72,52475,High,0,normal
EVT-01889,2026-03-16 15:52:00,baseline,10.0.19.146,auth,guest,GET,13,36.14,69.12,30.51,51546,Low,0,normal
EVT-01890,2026-03-16 15:52:15,baseline,10.0.11.192,api,guest,POST,6,5.07,16.88,26.19,62684,Medium,0,normal
EVT-01891,2026-03-16 15:52:30,baseline,10.0.8.64,web,user,PUT,10,7.64,104.73,38.59,50281,Low,0,normal
EVT-01892,2026-03-16 15:52:45,baseline,10.0.6.248,web,user,GET,14,12.46,87.12,26.76,57847,Low,0,normal
EVT-01893,2026-03-16 15:53:00,baseline,10.0.5.89,web,user,GET,16,41.64,0.67,55.83,62614,Medium,0,normal
EVT-01894,2026-03-16 15:53:15,baseline,10.0.8.4,api,user,GET,16,19.6,111.34,31.27,65240,Medium,0,normal
EVT-01895,2026-03-16 15:53:30,baseline,10.0.11.231,api,user,POST,11,5.53,40.39,42.41,51927,Medium,0,normal
EVT-01896,2026-03-16 15:53:45,baseline,10.0.12.168,auth,user,PUT,11,29.77,10.73,33.05,59916,Low,0,normal
EVT-01897,2026-03-16 15:54:00,baseline,10.0.17.83,api,user,POST,17,5.87,26.71,32.61,53122,Low,0,normal
EVT-01898,2026-03-16 15:54:15,baseline,10.0.14.115,auth,user,GET,13,7.33,12.72,30.78,53216,Low,0,normal
EVT-01899,2026-03-16 15:54:30,baseline,10.0.20.47,web,user,POST,14,12.62,114.62,23.28,57820,Low,0,normal
EVT-01900,2026-03-16 15:54:45,baseline,10.0.3.200,web,user,DELETE,19,4.39,5.95,32.06,60515,Medium,0,normal
EVT-01901,2026-03-16 15:55:00,baseline,10.0.17.153,api,guest,GET,9,5.53,2.51,47.53,65488,Low,0,normal
EVT-01902,2026-03-16 15:55:15,baseline,10.0.4.17,web,user,DELETE,15,95.91,61.89,30.56,57587,High,0,normal
EVT-01903,2026-03-16 15:55:30,baseline,10.0.19.234,auth,user,GET,15,1.76,2.98,34.7,49207,Low,0,normal
EVT-01904,2026-03-16 15:55:45,baseline,10.0.13.247,auth,user,DELETE,20,13.77,51.06,22.05,53618,Low,0,normal
EVT-01905,2026-03-16 15:56:00,baseline,10.0.2.215,web,user,PUT,13,39.74,13.04,27.51,52041,Medium,0,normal
EVT-01906,2026-03-16 15:56:15,baseline,10.0.3.203,auth,admin,GET,15,33.7,55.7,41.09,49993,Low,0,normal
EVT-01907,2026-03-16 15:56:30,baseline,10.0.13.90,files,user,GET,5,15.5,53.72,42.11,54250,Low,0,normal
EVT-01908,2026-03-16 15:56:45,baseline,10.0.18.193,auth,admin,DELETE,20,9.88,25.38,46.93,54653,Medium,0,normal
EVT-01909,2026-03-16 15:57:00,baseline,10.0.13.183,files,user,DELETE,11,108.0,10.24,26.78,54057,Low,0,normal
EVT-01910,2026-03-16 15:57:15,baseline,10.0.10.245,api,user,POST,21,18.1,100.48,40.52,64016,High,0,normal
EVT-01911,2026-03-16 15:57:30,baseline,10.0.5.40,web,user,GET,13,22.1,9.32,27.79,59972,Medium,0,normal
EVT-01912,2026-03-16 15:57:45,baseline,10.0.6.72,web,user,GET,9,11.87,55.68,24.02,60899,Low,0,normal
EVT-01913,2026-03-16 15:58:00,baseline,10.0.6.209,files,user,PUT,15,7.6,0.69,34.27,56708,Low,0,normal
EVT-01914,2026-03-16 15:58:15,baseline,10.0.5.71,files,user,GET,11,2.45,12.08,39.76,58904,Medium,0,normal
EVT-01915,2026-03-16 15:58:30,baseline,10.0.2.242,auth,user,GET,12,45.0,36.45,38.13,53905,Low,0,normal
EVT-01916,2026-03-16 15:58:45,baseline,10.0.13.192,api,user,GET,17,69.42,8.28,20.14,55569,Low,0,normal
EVT-01917,2026-03-16 15:59:00,baseline,10.0.13.88,files,guest,GET,21,8.31,55.35,19.97,58906,Low,0,normal
EVT-01918,2026-03-16 15:59:15,baseline,10.0.10.86,api,guest,GET,24,13.13,50.56,43.13,51465,Low,0,normal
EVT-01919,2026-03-16 15:59:30,baseline,10.0.4.176,web,guest,GET,7,11.82,64.49,29.45,60715,Low,0,normal
EVT-01920,2026-03-16 15:59:45,baseline,10.0.13.119,auth,guest,DELETE,26,7.18,240.35,39.5,64173,Low,0,normal
EVT-01921,2026-03-16 16:00:00,baseline,10.0.8.148,auth,user,GET,14,11.22,11.46,27.57,54494,Medium,0,normal
EVT-01922,2026-03-16 16:00:15,baseline,10.0.3.105,api,user,GET,14,19.14,0.1,41.71,61342,Medium,0,normal
EVT-01923,2026-03-16 16:00:30,baseline,10.0.12.49,files,admin,POST,16,49.53,103.68,19.56,60761,Low,0,normal
EVT-01924,2026-03-16 16:00:45,baseline,10.0.7.155,api,user,POST,18,7.85,18.73,42.77,61075,Medium,0,normal
EVT-01925,2026-03-16 16:01:00,baseline,10.0.16.75,web,guest,GET,20,24.97,58.66,40.96,56748,Low,0,normal
EVT-01926,2026-03-16 16:01:15,baseline,10.0.7.35,web,guest,POST,22,24.23,61.59,42.0,65194,Medium,0,normal
EVT-01927,2026-03-16 16:01:30,baseline,10.0.8.83,web,user,GET,15,11.98,5.09,38.89,51878,Low,0,normal
EVT-01928,2026-03-16 16:01:45,baseline,10.0.10.185,api,user,GET,19,13.03,53.19,31.95,52716,Low,0,normal
EVT-01929,2026-03-16 16:02:00,baseline,10.0.16.9,api,user,GET,14,64.03,10.18,40.5,55487,Medium,0,normal
EVT-01930,2026-03-16 16:02:15,baseline,10.0.16.94,api,user,POST,20,8.25,4.14,22.53,55629,Low,0,normal
EVT-01931,2026-03-16 16:02:30,baseline,10.0.2.152,files,guest,POST,12,363.98,100.85,32.11,62350,Medium,0,normal
EVT-01932,2026-03-16 16:02:45,baseline,10.0.7.219,files,guest,PUT,13,21.8,83.97,35.34,49521,Low,0,normal
EVT-01933,2026-03-16 16:03:00,baseline,10.0.7.236,auth,user,POST,19,7.57,7.08,40.18,54471,Medium,0,normal
EVT-01934,2026-03-16 16:03:15,baseline,10.0.9.190,files,user,GET,17,18.68,26.53,36.2,57082,Low,0,normal
EVT-01935,2026-03-16 16:03:30,baseline,10.0.12.180,api,user,GET,10,161.67,25.65,37.98,53968,Low,0,normal
EVT-01936,2026-03-16 16:03:45,baseline,10.0.19.226,api,user,PUT,19,233.62,121.73,33.83,55859,Low,0,normal
EVT-01937,2026-03-16 16:04:00,baseline,10.0.7.40,web,user,PUT,12,38.98,54.59,22.98,52562,Low,0,normal
EVT-01938,2026-03-16 16:04:15,baseline,10.0.13.185,web,user,GET,13,22.01,66.98,34.16,50295,Low,0,normal
EVT-01939,2026-03-16 16:04:30,baseline,10.0.13.106,web,admin,POST,23,13.51,2.75,30.02,60954,Low,0,normal
EVT-01940,2026-03-16 16:04:45,baseline,10.0.9.241,auth,user,GET,19,38.42,20.82,27.91,62889,Medium,0,normal
EVT-01941,2026-03-16 16:05:00,baseline,10.0.4.31,auth,user,GET,12,9.88,57.11,45.48,52939,High,0,normal
EVT-01942,2026-03-16 16:05:15,baseline,10.0.19.67,auth,user,POST,13,21.33,2.42,28.78,59804,Low,0,normal
EVT-01943,2026-03-16 16:05:30,baseline,10.0.13.122,web,user,GET,13,55.39,41.83,28.59,56178,Medium,0,normal
EVT-01944,2026-03-16 16:05:45,baseline,10.0.7.165,auth,user,POST,19,2.92,83.5,19.61,62600,Low,0,normal
EVT-01945,2026-03-16 16:06:00,baseline,10.0.3.230,auth,user,GET,11,4.74,52.36,29.82,58976,Medium,0,normal
EVT-01946,2026-03-16 16:06:15,baseline,10.0.17.174,api,user,POST,21,70.06,102.98,27.32,62946,Medium,0,normal
EVT-01947,2026-03-16 16:06:30,baseline,10.0.14.75,web,user,POST,14,104.87,14.41,29.1,65408,Medium,0,normal
EVT-01948,2026-03-16 16:06:45,baseline,10.0.19.43,api,user,GET,21,14.32,200.87,44.81,61531,Medium,0,normal
EVT-01949,2026-03-16 16:07:00,baseline,10.0.3.161,api,user,GET,12,13.04,16.65,38.15,50762,Low,0,normal
EVT-01950,2026-03-16 16:07:15,baseline,10.0.10.114,web,user,GET,15,45.26,31.24,27.0,61723,Low,0,normal
EVT-01951,2026-03-16 16:07:30,baseline,10.0.20.23,files,user,PUT,8,14.36,149.45,30.91,53767,Medium,0,normal
EVT-01952,2026-03-16 16:07:45,baseline,10.0.19.87,api,user,GET,14,9.41,43.47,41.88,50717,Medium,0,normal
EVT-01953,2026-03-16 16:08:00,baseline,10.0.16.108,files,admin,GET,15,113.7,77.49,43.02,53931,Low,0,normal
EVT-01954,2026-03-16 16:08:15,baseline,10.0.3.252,web,user,GET,15,27.29,0.84,38.34,64620,Low,0,normal
EVT-01955,2026-03-16 16:08:30,baseline,10.0.6.233,api,user,DELETE,16,11.48,61.74,42.96,60429,High,0,normal
EVT-01956,2026-03-16 16:08:45,baseline,10.0.13.168,files,user,GET,10,5.42,54.49,23.97,59253,Medium,0,normal
EVT-01957,2026-03-16 16:09:00,baseline,10.0.20.48,auth,user,GET,9,17.79,114.01,23.04,64697,Medium,0,normal
EVT-01958,2026-03-16 16:09:15,baseline,10.0.2.205,web,user,GET,18,27.64,8.2,43.57,60534,Low,0,normal
EVT-01959,2026-03-16 16:09:30,baseline,10.0.4.104,api,user,GET,13,20.49,17.24,36.23,64364,Low,0,normal
EVT-01960,2026-03-16 16:09:45,baseline,10.0.20.206,files,guest,POST,14,6.4,77.66,40.44,50811,Low,0,normal
EVT-01961,2026-03-16 16:10:00,baseline,10.0.10.35,api,user,GET,9,67.66,38.28,39.27,61363,Low,0,normal
EVT-01962,2026-03-16 16:10:15,baseline,10.0.11.38,web,user,DELETE,15,11.83,115.11,27.18,63185,Low,0,normal
EVT-01963,2026-03-16 16:10:30,baseline,10.0.20.169,api,user,POST,14,8.15,50.13,17.0,56593,Low,0,normal
EVT-01964,2026-03-16 16:10:45,baseline,10.0.4.6,auth,user,GET,15,13.58,66.47,51.54,59459,Medium,0,normal
EVT-01965,2026-03-16 16:11:00,baseline,10.0.10.97,web,user,GET,18,12.27,30.48,32.83,49614,Medium,0,normal
EVT-01966,2026-03-16 16:11:15,baseline,10.0.4.60,web,user,GET,11,11.61,15.98,39.3,51520,Low,0,normal
EVT-01967,2026-03-16 16:11:30,baseline,10.0.9.139,web,guest,GET,19,69.66,27.53,31.24,56424,Medium,0,normal
EVT-01968,2026-03-16 16:11:45,baseline,10.0.10.224,web,guest,GET,20,4.47,12.23,38.15,54626,Low,0,normal
EVT-01969,2026-03-16 16:12:00,baseline,10.0.14.142,api,guest,GET,16,8.85,30.05,30.97,49404,Low,0,normal
EVT-01970,2026-03-16 16:12:15,baseline,10.0.18.163,files,user,POST,14,37.73,12.06,47.14,61628,High,0,normal
EVT-01971,2026-03-16 16:12:30,baseline,10.0.15.182,auth,guest,GET,13,42.45,15.31,35.17,53480,Low,0,normal
EVT-01972,2026-03-16 16:12:45,baseline,10.0.5.201,files,user,PUT,15,46.37,87.32,32.87,55006,Low,0,normal
EVT-01973,2026-03-16 16:13:00,baseline,10.0.3.51,web,guest,GET,18,5.92,10.73,30.38,65332,Low,0,normal
EVT-01974,2026-03-16 16:13:15,baseline,10.0.4.79,api,admin,PUT,8,22.27,117.57,23.33,54891,Medium,0,normal
EVT-01975,2026-03-16 16:13:30,baseline,10.0.2.77,web,user,PUT,21,31.28,14.3,14.0,59086,Low,0,normal
EVT-01976,2026-03-16 16:13:45,baseline,10.0.15.150,api,user,GET,16,4.56,104.83,32.1,57324,High,0,normal
EVT-01977,2026-03-16 16:14:00,baseline,10.0.8.168,api,user,GET,15,42.65,24.03,28.85,55487,Low,0,normal
EVT-01978,2026-03-16 16:14:15,baseline,10.0.11.157,api,user,POST,14,15.79,32.05,45.36,52227,Low,0,normal
EVT-01979,2026-03-16 16:14:30,baseline,10.0.16.197,web,user,GET,23,49.47,65.92,44.14,54051,Low,0,normal
EVT-01980,2026-03-16 16:14:45,baseline,10.0.17.189,api,user,GET,16,31.79,19.82,21.57,49640,Low,0,normal
EVT-01981,2026-03-16 16:15:00,baseline,10.0.4.179,web,user,GET,16,28.99,62.07,41.22,56199,Low,0,normal
EVT-01982,2026-03-16 16:15:15,baseline,10.0.16.66,files,user,POST,19,107.2,1.76,38.02,62683,Low,0,normal
EVT-01983,2026-03-16 16:15:30,baseline,10.0.9.30,auth,user,PUT,13,29.53,7.91,30.73,58273,Low,0,normal
EVT-01984,2026-03-16 16:15:45,baseline,10.0.7.179,web,user,POST,14,19.5,13.24,19.15,57237,Medium,0,normal
EVT-01985,2026-03-16 16:16:00,baseline,10.0.9.178,web,user,GET,13,7.02,49.24,28.0,58567,Medium,0,normal
EVT-01986,2026-03-16 16:16:15,baseline,10.0.3.115,auth,guest,POST,18,2.2,10.89,28.95,56071,Low,0,normal
EVT-01987,2026-03-16 16:16:30,baseline,10.0.7.206,auth,user,GET,14,107.86,21.8,22.04,57088,Low,0,normal
EVT-01988,2026-03-16 16:16:45,baseline,10.0.18.221,auth,user,GET,13,13.25,35.45,40.28,49531,Medium,0,normal
EVT-01989,2026-03-16 16:17:00,baseline,10.0.16.8,api,guest,POST,8,5.52,32.83,19.29,55249,Medium,0,normal
EVT-01990,2026-03-16 16:17:15,baseline,10.0.7.101,web,user,GET,16,21.08,2.48,30.76,59763,Low,0,normal
EVT-01991,2026-03-16 16:17:30,baseline,10.0.15.235,files,user,GET,14,27.89,70.03,38.06,63806,Low,0,normal
EVT-01992,2026-03-16 16:17:45,baseline,10.0.12.97,files,user,GET,16,10.21,10.41,33.73,64161,Low,0,normal
